Name,Rating,Review,Comment
Aatik Mansuri,1,Useless product,"Its worst pods i ever used... specially the touch feature, its too sensitive that even when you walk its get pause & play repeatedly. Its annoying while walking or running you can't listen to a song without 50 times of pause & play automatically... 1st time Really disappointed with product bought from Flipkart."
santoshkumar M,1,Useless product,Worst product
Sanjaysinh  Sodha,1,Did not meet expectations,Wonderful Product☆Good Looking Amazing Product in this price range☆Sound Quality is Superb ☆Charge Quickly ☆Connects Very Fast☆ Good Battery Backup
Devesh Mathur,3,Fair,Don't buy
mehul rathod,5,Great product,Osam to listen
Sandeep Pathak,5,Simply awesome,Nice product
Aditya  Pawar,4,Very Good,It worked fine for couple of weeks thereafter it didn't woked properly touch buttons weren't working and the 1 of them stopped working
Vijayendra Pandey,5,Awesome,Nice product
8073499821 Lakhi kanta nath,5,Best in the market!,Nice
Jagannath  Kushwaha,5,Fabulous!,Good
Biswajit Gupta,1,Absolute rubbish!,Built quality very bad mic quality like chaina headphone. Mostly too much disgusting return procedure.
Sooraj  singh,5,Just wow!,Nice
bhushan surwade,1,Terrible product,Bad
Kapil  Kumar ,5,Wonderful,Good product 👍
Jaswinder singh Sanddhu,1,Waste of money!,Mic not working properly
Flipkart Customer,4,Good choice,Good
Sagar Sinhe,4,Pretty good,"Good product, sounds nice"
Brijesh  Kumar,2,Expected a better product,Battery backup goodSound not clearBuild quality not good
Flipkart Customer,5,Mind-blowing purchase,Very good product for me
Flipkart Customer,5,Mind-blowing purchase,Nyc product
Ayushman Parjapati,5,Terrific,I bought this at 900at this price it is very good
SHRIKANT  MEDAR,5,Mind-blowing purchase,Super
Y.Suresh  Kumar,5,Perfect product!,Nice product
Uday Kumar,3,Just okay,Not working not connecting
ranjith,3,Does the job,Right side sensor not working in some time
Nishank Pandey,5,Must buy!,Nice product 👍
Vivek kumar meena Meena,2,Slightly disappointed,Very bed product
Balwant singh Chauhan,2,Moderate,not good
Gangadhar Pradhan,3,Does the job,Nothing
sushant shelke,2,Slightly disappointed,Worst
Prashanth Jayee,4,Nice product,Good
Flipkart Customer,4,Nice product,Super quality
Flipkart Customer,4,Pretty good,good product👍
Flipkart Customer,1,Unsatisfactory,No good
Sandeep Kumar,4,Value-for-money,Good
Toi Das,5,Terrific,Long battery
Adarsh B,5,Super!,Good
Jagadish jaggu Jagadish,5,Just wow!,Super
tamil,4,Delightful,spr
Flipkart Customer,1,Did not meet expectations,Bad quality charging problem facing in ear buds
A praveen  Kumar,4,Very Good,Nice
Mahesh Garke,1,Don't waste your money,Not satisfied with the product that I understood on Flipkart.
Vamshi Krishna,4,Nice product,Good
Giri Customer,2,Moderate,It's not gd to for network
Vetri Vel,4,Nice product,Nice productDelivery person so goodThanks flipkart
Lokesh Tandon,1,Utterly Disappointed,Calling sound not clear
Shailendra Singh  Chauhan ,4,Worth the money,Very good product
Flipkart Customer,5,Mind-blowing purchase,Nice 🙂
Sudhir Kt,1,Very poor,Call sounds and ringtone sounds not ear to clear
natraj natraj ,4,Nice product,Nice
abul hassan,4,Wonderful,Super
Mohan Sagar117,5,Worth every penny,It's nice one reasonable prices I loved it
kanhaiya sahu,3,Good,Nice
Ravindra sen  Khatuwala,5,Just wow!,Biggest sound bt battery level low
TRIBHUWAN PANDEY,4,Delightful,It is good. Value for money. But don't expect much.. But justify its price..
Randhir Singh,3,Fair,Very very nice
subramanyam  Vakati,1,Worthless,Good
Flipkart Customer,5,Great product,Nice good quality product
Soumen Dey,1,Worthless,Sound quality verry bad....And touch panel doesn't work properly
Md sariful,1,Don't waste your money,call no sound
SAHEBE Ali,4,Value-for-money,Nice
Balaji Sb,5,Classy product,Gud quality NYC product value of money super battery backup
Flipkart Customer,1,Useless product,"On the 5th day after i received this item, i felt voice break while watching a video. I thought it was a mistake of video uploaded over there. Again after 2 days, its case not charging properly. I tried with other cables too which is working on other things. Now i went back to the videos i watched previously without these pods, the video is perfectly ok. To confirm i checked again and again with trial and error method. Finally, its confirmed the item dispatched to me is a waste."
subhan s,5,Terrific,Ok good product 👍worth for money look so good 🤩
Faiz Alam,1,Absolute rubbish!,Nice
Vijay Kumar,1,Unsatisfactory,Waste product micro sound qulity not use and waste of money dont purchase and i dont like this product item dameged and exchanged
Sumit Maji,5,Classy product,nise
Flipkart Customer,3,Does the job,Bass is not good but sound clearance is excellent 👍
Flipkart Customer,4,Pretty good,Very good
adesh  chavan,5,Awesome,Very good
Flipkart Customer,4,Wonderful,Not bad but useful product
SANDEEP  YADAV,1,Waste of money!,Rh side not working after 15 days of purchased
Flipkart Customer,5,Brilliant,Amazing product
Thakur Vishnu Singh Chauhan,5,Classy product,Best sound quality ..Value for money..Bass boosted sound..
Flipkart Customer,1,Terrible product,Waste of money do not buy it...sound quality not good and can not hear sound when i call to someone...only can use this earphne  for music system
Lanka Vishnu,5,Highly recommended,Super product
Suriya  viswanathan,2,Expected a better product,Call quality is not aduioaple for opposite person
Patel Nehal,5,Worth every penny,Nice
Flipkart Customer,5,Wonderful,It's ultimate
Mantu Gupta,5,Mind-blowing purchase,Sound quality are superb and bass is awesome 😎👍
rohith rohith,5,Fabulous!,Is super bass amazing
Gurpareet Singh,1,Worst experience ever!,Very bad
Harsh Verma,4,Wonderful,Sound quality is good even all of them are best But my right side bud are not working from 2 days
Sujeet singh,5,Brilliant,Sound is good
Flipkart Customer,5,Terrific,Quality and price are okay
Ashutosh  Yadav,1,Worst experience ever!,"There is a major connectivity issue in these buds.These work fine when the mobile isn't moving.When i walk or do jogging, keeping the mobile in pocket, both the buds keep disconnecting for 2-3 seconds and then connect automatically again. Same thing happens after every 15-20 seconds.As far as the sound,bass,build quality and battery backup,they are very nice."
Jabir Patel,5,Super!,Nice 👍
Flipkart Customer,3,Nice,It's ok
Tejas,1,Utterly Disappointed,Only one earbud playing another is not working and battery backup is very low.
Manikandan B,1,Very poor,Airbass Battery is not charging
Sanwarmal Suthar,5,Super!,Good 👍
Flipkart Customer,1,Hated it!,No proper sound listen on call and also music very low volume no clearity in call also voice break
Mehbub Ansari ,5,Worth every penny,Very nice 👍👍👍👍👍👍👍
Flipkart Customer,5,Super!,Super rooo super
Kailash Prasad,3,Nice,Value _or money
manoj mangal,5,Terrific purchase,best earpods
Flipkart Customer,2,Expected a better product,Charging n voice clearity problem
Flipkart Customer,1,Horrible,Sound proplem
Neeraj Singh,4,Value-for-money,I am satisfying with this product sound quality is good bass is also good I like this product value for money
Flipkart Customer,5,Wonderful,It is good product and I like it
Shivam Kumar,5,Perfect product!,I am fine because no any foult in this product but I'm using in 2 months and 3 weeks
JEET KUMAR GAUTAM,2,Not good,Not buy this product.Not working left side earpods
Kuntal Parui,5,Awesome,Nice
Flipkart Customer,1,Hated it!,"Continually google assistant automatically on this failure👎😔 my mobile and friend's mobile also same problem, chennai customer centre not call receive no budy no resbonse."
NITESH SINGH,1,Utterly Disappointed,3rd class product. Boult is cheating with there buyer.
Yash Sahu,1,Horrible,"This earbuds doesn't charging and not proper sound come,during phone call voice not sent from Mike, kindly need to be replac it. urgently."
Flipkart Customer,5,Just wow!,Super
Aalam Virk,5,Super!,Good product according to price
Flipkart Customer,1,Waste of money!,1ear phone not working after using 1month .but sound is good .and quality less product. @Boult worst product Don't buy
Abinash chandra Nayak,2,Expected a better product,Plz don't bay it it's waste of money
Noormaheboob Mulla,4,Good quality product,Nice
Tarsem Thind,3,Fair,Bad total money waste
Flipkart Customer,4,Good choice,According to Price... Product is Awesome.Well sound quality and descent music
Akil Ansari,3,Does the job,Superb
Syed Abdul Azeez,1,Unsatisfactory,"Pathetic product. I purchased just one month before & now one side of the ear phone is not working. Even after full charging, battery drains out in few minutes. Will never buy such items from Boult & Flipkart. Worst experience."
Vandrasi Yasodhar Rao,3,Decent product,Veey very bad for calling.
Flipkart Customer,3,Does the job,Charging problem after 2 months
Flipkart Customer,5,Must buy!,Nice
Flipkart Customer,1,Very poor,Right pod stopped playing after 15 days of use
Reena  Purohit,5,Perfect product!,"Wonderful product,worth of buying 👍🏻"
Vinay kumar Dalavai,5,Fabulous!,Good and excellent
Flipkart Customer,5,Must buy!,Amazing buD..I love IT
vinodh  kumar,2,Could be way better,I used a one month ago..this is worst product not buying this product.....
Aakash Jangra,2,Moderate,Bass is not proper.low bass
Mukesh S,2,Could be way better,Okay
P.GULATI  SOLAR HEALTH CARE PVT LTD ,1,Not recommended at all,"Worst Product ever Used, Don't Buy, Even After One Exchange, No Improvement.... Total Waste of Money"
rajanarendar Rao,3,Decent product,Started ear pain
Flipkart Customer,5,Fabulous!,Good nice
Shashikumar Keriyavar,4,Really Nice,Very good product sound quality supb
Stellan Ferrao,3,Good,"Sound and build is very cheap , build quality was expected to be on the cheaper side but the bad sound was a surprise . There is static a static noise which can be heard when connected to a device and also while playing song ( less noticeable but there ) . Spend some more money and buy the realme buds q2 neo"
Prakash Bista,2,Bad quality,Damage product 👿
Flipkart Customer,1,Very poor,Worest quality if it's problem come no one response solved... Don't buy worest quality
Farheen Murtuza,3,Good,Not really good
Flipkart Customer,1,Unsatisfactory,Very very very bakwas
Pradhan  Buhadia,5,Perfect product!,Best wishes
Bijendra  Sharma,4,Pretty good,Very nice
parvesh dalal,1,Useless product,Not charging right air buds slow charging left air buds this product is zero big zero
Flipkart Customer,5,Fabulous!,Nice
Flipkart Customer,5,Brilliant,Good
DEVESH  MISHRA,1,Absolute rubbish!,Lag issue
Sudipta Naskar,5,Highly recommended,boult
Suneel Mishra,1,Don't waste your money,very bad this item is totally waste of money.
Gowtham Sharum,1,Terrible product,Worst from Flipkart refund.
Nikunj Bhardvaj,4,Delightful,Nice
Mohd  Afzal,1,Worthless,bed quality
Flipkart Customer,5,Excellent,Good productnice
Flipkart Customer,3,Just okay,Voice is small issue like band so i cant comfort with voice
Shridev Kumar,1,Horrible,No need to buy this product sounds quality is very poor
Mohsin Khan,4,Good choice,Ok
Flipkart Customer,4,Good quality product,Nice product
SHakti,1,Worst experience ever!,Bad
Flipkart Customer,4,Pretty good,Best product
Flipkart Customer,3,Just okay,Not good product
Satyendra Yadav,3,Fair,Good quality
Akhil  Shaikh,5,Brilliant,Best quality airbass
Flipkart Customer,5,Perfect product!,Super cool product
boobalan Kumar,5,Fabulous!,Sound good battery  low backup
Flipkart Customer,5,Must buy!,Nice to music setup box
swaroop  vs,1,Hated it!,Worst product. After one month it's not working. Not Charing. Case completely not working. I lost my money that's only thing happened.
Shubham Kamnapure,4,Value-for-money,Nice product
Vijay  Kumar,1,Worst experience ever!,Worst product audio quality is when using for calling is worst never buy this product look is okay but quality is worst
pratik biyani,1,Useless product,Very poor sound quality
Flipkart Customer,3,Just okay,Sounds quality not good
Aravinth,2,Could be way better,"After using 8 months of this product, one side of earpods is not working."
Flipkart Customer,5,Perfect product!,Nice
Bikash Patwa,5,Highly recommended,Very good quality
limesh chobey,4,Very Good,Product quality and everything is good. But not comfortable for too long time.
Flipkart Customer,5,Terrific purchase,"Very nice product , good sound quality"
KARTHIKEYAN C,3,Good,Not as expected...
Riki  patel,1,Did not meet expectations,After 5 month use 1 sided ear pod's battery finished too earlly...even after charging 4 sufficient time. Very bad product. Dont pucrhase it.
amzad  ansari,5,Brilliant,Fine
Flipkart Customer,3,Good,The pod keeps touching on its own and opens assistant on my phone while watching videos. Very irritating.
Dharmesh  Chauhan,3,Decent product,Good product
Jakir Malik,4,Pretty good,Good
Anand vardhan Singh,5,Highly recommended,That is good product and amazing
Salman,5,Perfect product!,Good for purchase
Unnati Pandey,5,Best in the market!,Value for money...but battery backup is bit disappointing
Harshad Maru,5,Mind-blowing purchase,Very nice product sond bas thanks you Flipkart.
Pratham  Jadhav ,5,Great product,Good product comfort and nice sound
Abhishek Paldewar,5,Great product,Worth of Money and looks classic.
